posts,angry,fear,happy,neutral,sad,surprise
#大湾仔的夜[num]定档# 没有汉文儿哥，大家的期待都不一样了，希望节目组给我们个交代！#大湾仔兄弟情#,0.0,0.06,0.51,0.19,0.26,0.0
#热依扎获奖感谢月嫂# 热依扎真的是一位低调且实力超强的演员，值得每个人的支持！#恭喜热依扎#,0.0,0.0,0.98,0.0,0.0,0.0
#就喜欢这种有底气的真实# 喜欢金星老师的真诚与幽默，总是带给大家满满的能量！#金星#,0.0,0.0,1.0,0.0,0.0,0.0
#某个瞬间突然就放下了# 放下过去，才能拥有更美好的未来。#放下释怀#,0.0,0.05,0.37,0.29,0.36,0.05
#共情能力太强是缺点吗# 共情是一种能力，只有懂得保护自己，才能健康地给予他人。#自我保护#,0.0,0.09,0.28,0.61,0.15,0.0
#被业内认可的原声台词# 演员的原声台词最能体现演技，是真实的表达。#演员原声#,0.0,0.0,0.29,0.7,0.0,0.0
#万事要先对得起自己# 先对自己好，才能更好地爱别人。#自我关爱#,0.0,0.0,0.73,0.27,0.0,0.0
#韩国新恋综社内恋爱# 韩国综艺真的是充满创意与爆点，总是让人忍不住追下去！#恋综#,0.0,0.0,0.71,0.16,0.0,0.14
看似靠谱的人不一定靠谱，真正靠谱的人，才会在关键时刻给你支持！#生活感悟#,0.0,0.0,0.76,0.27,0.0,0.0
#大湾仔的夜# 期待更多有趣的兄弟情，原班人马回归会更有看点！#大湾仔期待#,0.0,0.0,0.81,0.17,0.0,0.0
朋友之间要相互理解，才能走得更长远，真心的朋友是最珍贵的！#朋友#,0.0,0.0,0.95,0.08,0.07,0.0
一起过得好，不管什么时候，真正的朋友总能帮你度过难关。#友谊#,0.06,0.0,0.93,0.08,0.0,0.0
不为别人的眼光而活，做自己最想做的人！#人生感悟#,0.0,0.0,0.77,0.32,0.0,0.0
人生总会遇到困难，但重要的是我们怎么面对！#生活哲理#,0.0,0.0,0.71,0.38,0.12,0.0
每个人都应该有自己的梦想，努力去实现，做最好的自己！#追梦#,0.0,0.0,0.95,0.09,0.0,0.0
爱自己，先从改变自己开始，给自己更多的时间和关爱。#自我成长#,0.0,0.0,0.75,0.28,0.0,0.0
真正的爱，从不求回报，只在乎彼此的心意。#爱情#,0.0,0.0,0.78,0.24,0.0,0.0
