posts,angry,fear,happy,neutral,sad,surprise
最近给妈妈做了一个小小的生日惊喜🎉，看她笑得那么开心，我觉得这一切都值得了！希望她天天都能开心😊,0.08,0.0,1.0,0.0,0.0,0.0
这几天在家看了一部旧剧《欢乐颂》，虽然剧里的矛盾有点复杂，但每个角色的成长都让我感到温暖。我们每个人也在不停成长中吧。📺💕,0.07,0.0,0.98,0.0,0.0,0.0
听说今天是世界微笑日😊，不管遇到什么困难，都不要忘了笑一笑，因为微笑真的能带来正能量呀！笑一笑，十年少！,0.0,0.0,1.0,0.0,0.0,0.0
上班路上偶遇一只流浪猫🐱，它好像很需要温暖，就停下来给它了一点水。其实生活中的小善意，能给别人带来大大的温暖！💕,0.0,0.0,0.9,0.08,0.0,0.06
今天收到了一束玫瑰🌹，心里暖暖的。原来爱情不仅仅是电影中的浪漫，它也可以是生活中的一份小小的惊喜和陪伴。💖,0.0,0.0,1.0,0.0,0.0,0.0
今天尝试了一下健身，但一开始真的是“摔得不轻”😂。不过没关系，慢慢来，健康的生活方式一定会让人变得更好！💪,0.0,0.0,0.86,0.06,0.14,0.0
昨晚做了一个奇怪的梦，梦见我变成了鸟儿飞翔在蓝天上，感觉自己好自由、好轻松。这种梦真是给我带来了好心情！🕊️,0.0,0.0,0.87,0.06,0.0,0.16
下午和朋友一起去逛街了，发现了一家超级可爱的文具店✒，忍不住买了好多东西。文具也能带给我无限的快乐呢！📝,0.09,0.0,1.0,0.0,0.0,0.0
今天做了一顿超有爱的晚餐，居然做得比我想象的好吃！感觉自己越来越有厨艺了，不禁为自己打call！🍽️🎉,0.0,0.0,0.82,0.0,0.0,0.22
昨晚在家看了场电影《心灵捕手》，感受到了成长的力量。生活中的每一段经历，都是我们自己最宝贵的财富。🎬🌟,0.0,0.0,0.93,0.07,0.0,0.0
夏天的到来总是让人兴奋，每天都有新的期待！今天试了芒果冰沙🥭，味道超级清爽，夏天就是要吃点甜的，生活更美好！💛,0.08,0.0,1.0,0.0,0.0,0.0
听说朋友要出国留学了，心里有点难过，但更多的是为她感到高兴。每个人都有自己的路要走，祝她一路顺风！✈️💕,0.0,0.0,0.95,0.0,0.0,0.0
下午去参加了一场朋友的婚礼💍，看到新人的笑容让我心里充满了温暖，爱情真的是世间最美好的事物之一。💖,0.0,0.0,1.0,0.0,0.0,0.0
最近尝试了很多新菜谱，有些做得不太成功，但没关系，做饭的乐趣就是在于尝试和创新，能让自己开心就好！🍳,0.06,0.0,0.99,0.0,0.0,0.0
今天去看了电影《何以笙箫默》，一直以为自己已经很坚强了，可是看到剧中的感情波折，突然觉得自己有点脆弱了。🎥,0.0,0.1,0.06,0.08,0.9,0.0
今天看到一对情侣牵着手走过，感觉好甜蜜。其实，爱情并不需要华丽的承诺，平凡的陪伴就是最美好的东西。💑,0.0,0.0,0.95,0.0,0.0,0.0
最近每天都要喝一杯绿茶🍵，觉得特别提神，也能清理肠胃。大家有没有什么保养小窍门，推荐给我呀！💚,0.0,0.0,0.67,0.22,0.1,0.0
今天去逛了书店📚，翻了好久才决定买下那本一直想看的书，心情超好！就是那种找到一件自己喜欢的东西的感觉，太棒了！😊,0.0,0.0,1.0,0.0,0.0,0.0
最近遇到一些小困难，但每次想起身边有那么多人支持我，就觉得特别有力量。感谢你们一直在我身边，爱你们！💖,0.0,0.07,1.0,0.0,0.0,0.0
今天去体验了按摩，整个人都放松了！身体和心灵的放松真的太重要了，大家也别忘了给自己一点休息的时间哦！💆‍♀️,0.0,0.0,0.94,0.11,0.0,0.0
又到了周五，准备好迎接一个愉快的周末了吗？周末最好的事，就是能和家人一起，享受简单却温馨的时光。🏡💕,0.0,0.0,0.87,0.0,0.07,0.07
最近迷上了DIY手工，做了一个小小的相框🖼，看着自己的手作品，总觉得生活变得更加有趣了！做自己喜欢的事真的好幸福！,0.1,0.0,1.0,0.0,0.0,0.0
今天收到朋友寄来的小礼物🎁，虽然只是一个小小的纪念品，但看到她的心意，我觉得特别感动。生活中有朋友真好！💖,0.0,0.0,1.0,0.0,0.0,0.0
下午茶时间，和闺蜜一起去喝了咖啡☕，聊了很多心里话，感觉自己被满满的温暖包围了。友情真的是无价之宝！💕,0.0,0.0,1.0,0.0,0.0,0.0
今天去了一家超有氛围的餐厅，环境好到让人不想离开。大家平时也可以多去尝试一些新鲜的餐厅，换个心情，享受生活！🍽️,0.0,0.0,1.0,0.09,0.0,0.0
今天偶然翻到一张旧照片，想起了好多过去的回忆。时间过得真快，人生就像一本书，翻到哪一页，都是一段故事。📸,0.0,0.0,0.76,0.07,0.24,0.05
最近在学习新技能，不得不说，学新东西真的很有挑战性，但也是很有成就感！大家最近有没有在挑战自己呢？🧠💪,0.0,0.0,0.93,0.0,0.0,0.0
今天去参加了一个朋友的生日派对🎂，大家玩得超开心！生日真的好特别，不仅是为自己庆祝，更是感恩所有支持你的人。🎉,0.0,0.0,1.0,0.0,0.0,0.0
今天做了一件让自己开心的事，就是给自己买了一个心仪很久的小物件！买东西也可以是一种奖励，给自己一点鼓励吧！🛍️,0.0,0.0,1.0,0.0,0.0,0.0
看完了今天的新闻，觉得世界好复杂，有很多不公平的事情，还是希望大家能保持善良的心，给别人多一点理解和宽容。🕊️,0.14,0.0,0.44,0.14,0.29,0.0
最近很喜欢早上做瑜伽，感觉整个人都变得轻松起来。大家有没有什么舒缓压力的好方法？分享给我呀！🧘‍♀️✨,0.0,0.0,0.74,0.18,0.09,0.06
看到街头一个小女孩抱着她的玩具熊走过，真的是被她的笑容治愈了。生活中充满了温暖的瞬间，我们要学会珍惜它们。🧸,0.0,0.0,0.96,0.0,0.0,0.0
最近开始关注环保问题，希望能做一些力所能及的小事，比如减少一次性用品的使用，保护我们的家园。🌱🌍,0.06,0.0,0.48,0.34,0.0,0.07
今天收到妈妈的消息，说我小的时候特别调皮，每天都会给她带来很多惊喜。听完后，心里充满了温暖和感激。💖,0.0,0.0,0.92,0.0,0.0,0.0
晚饭做了酸辣汤，味道正好！感觉自己越来越有厨房天赋了！做饭也能带来小小的成就感，真不错！🍲,0.0,0.0,1.0,0.0,0.0,0.0
今天参加了一场志愿者活动，感觉自己又做了些有意义的事情。希望大家也能参与公益，用实际行动去帮助需要帮助的人。🤝,0.0,0.0,0.83,0.11,0.0,0.0
又是一个忙碌的星期五，但心里充满了满足。因为知道自己每一分努力都在为更好的自己打基础，生活就是如此美好！💪💫,0.1,0.0,1.0,0.0,0.0,0.0
