posts,angry,fear,happy,neutral,sad,surprise
有时候，不经意的一次回眸，发现自己真的走过了好多路，心里不禁有些感慨。🚶‍♀️,0.0,0.0,0.07,0.1,0.87,0.0
每天的忙碌中，终于抽出时间陪陪家人，发现这种陪伴的时间才是最值得珍惜的🧡,0.0,0.0,0.91,0.0,0.13,0.0
今天遇到一个好久不见的朋友，聊得很开心。原来久别重逢后的感觉真的是又亲切又温暖💫,0.12,0.0,0.96,0.0,0.0,0.06
最近又迷上了读书，沉浸在文字中，仿佛能找到一些不为人知的美好✨,0.0,0.0,0.88,0.1,0.05,0.0
吃完下午茶坐在阳台上晒太阳，心情一下子轻松起来。生活有时候就需要这样的简单小确幸🍰,0.0,0.0,1.0,0.0,0.0,0.0
在热闹的商场里，突然看见一个人微笑着走过，我竟然也不自觉地笑了，原来微笑是会传染的😊,0.0,0.0,0.58,0.0,0.05,0.42
今天的心情很不错，可能是天气很好，也可能是因为身边的人都很温暖吧☀️,0.0,0.0,0.98,0.0,0.0,0.0
发现自己越来越享受这段平凡的时光，工作的忙碌，生活的小烦恼，也都变得不那么重要了💼,0.07,0.0,0.58,0.05,0.47,0.07
最近常常做梦，梦见了一些过去的朋友。原来在内心深处，那些记忆一直没有消失🌙,0.0,0.0,0.0,0.12,0.73,0.24
每次带着家人一起去旅行，都能发现不一样的美好，原来世界这么大，家就是最温暖的港湾🌍,0.0,0.0,1.0,0.0,0.0,0.08
今天突然想起小时候做的那些蠢事，笑得不行！成长真是一段奇妙的旅程啊😆,0.0,0.0,0.94,0.0,0.0,0.07
觉得生活的美好有时候就是这么简单，一杯咖啡，一本书，一点阳光。☕📚,0.0,0.0,0.96,0.0,0.0,0.06
这段时间好像有些迷茫，但只要身边有亲朋好友支持，就能找到重新出发的勇气💪,0.0,0.07,0.79,0.0,0.08,0.0
发现自己好久没有和朋友聚会了，真的开始想念那种欢声笑语的日子了🧑‍🤝‍🧑,0.09,0.0,0.0,0.0,1.0,0.06
每次做了些小小的决定，感觉自己又长大了一些。生活中，进步真的是一点点积累起来的🌱,0.0,0.0,0.96,0.0,0.0,0.05
和朋友们一起吃饭聊天的时光，真的是最开心的时光。每个人的故事都很有趣，聚会真好🍽️,0.07,0.0,1.0,0.0,0.0,0.0
今天走进一家老书店，突然想起自己也许应该开始收集一些自己喜欢的书籍了📖,0.0,0.0,0.53,0.24,0.24,0.16
和同事一起工作的时候，总是觉得时间过得特别快，大家的团队感情越来越深厚了👩‍💻,0.05,0.0,0.8,0.07,0.1,0.06
最近开始爱上了烘焙，每次做完一份蛋糕，看到别人吃得开心，我也超有成就感🎂,0.0,0.0,1.0,0.0,0.0,0.0
忙碌的工作虽然辛苦，但也让我感到充实。每次完成一项任务，都觉得自己又进步了一步🏆,0.0,0.0,1.0,0.0,0.0,0.0
今天和朋友们一起做了一次小旅行，虽然只是短短的一天，但感觉心情都轻松了不少🚗,0.0,0.0,0.93,0.06,0.0,0.06
最近开始学做饭，发现自己能做的菜越来越多，每一次的尝试都让我感觉自己好有成就感🥘,0.0,0.0,1.0,0.0,0.0,0.0
昨天和朋友一起看了场电影，笑得停不下来，感觉重新找回了自己😆,0.0,0.0,0.99,0.0,0.1,0.0
和家人一起过周末，总是那么温馨，聊着未来，享受着眼前的时光💖,0.0,0.0,1.0,0.0,0.0,0.0
每次做一些小小的改变，都会觉得生活变得更好了！今天整理了办公室的桌面，感觉整个人都清爽了许多💼,0.0,0.0,1.0,0.0,0.0,0.0
今天在地铁上看到一个小孩微笑着看着我，突然觉得心里暖暖的，这种简单的快乐真好😊,0.07,0.0,1.0,0.0,0.0,0.0
最近又开始注重自己的生活方式，早睡早起，健康饮食，感觉整个人焕然一新💪,0.0,0.0,0.93,0.07,0.0,0.0
今天和朋友们一起度过了一个愉快的下午，大家分享彼此的小故事，感情越来越深厚😊,0.08,0.0,0.97,0.0,0.0,0.0
明天又是忙碌的一天，但想到会有朋友的陪伴，我就不觉得辛苦了。生活，就是有这些小幸福让人感动🌟,0.08,0.0,1.0,0.0,0.0,0.0
