posts,angry,fear,happy,neutral,sad,surprise
最近试着去改变一下生活节奏，早起运动，做点自己喜欢的事。每天都在努力成为更好的自己！#生活调整# #早起挑战#,0.0,0.05,0.87,0.1,0.0,0.0
今天去看了一场展览，真的收获满满，觉得自己眼界开阔了不少。生活就应该多去体验新的事物！#展览体验# #生活新鲜感#,0.0,0.0,1.0,0.0,0.0,0.07
看着手里这本书，我决定要每天读一点，慢慢变得更有内涵，不急不躁，享受每一个小小的进步！#读书时光# #自我提升#,0.05,0.0,0.97,0.0,0.0,0.0
最近参加了一个小型的志愿者活动，和大家一起做公益，觉得自己又能为社会贡献一点微薄的力量，真是充满成就感！#公益活动# #志愿服务#,0.0,0.0,1.0,0.0,0.0,0.0
每次和朋友们聚会，总能聊到一些有趣的话题，真的很感激有这么一群值得信任的朋友陪伴。#朋友聚会# #友谊长存#,0.0,0.0,1.0,0.0,0.0,0.0
最近很喜欢在周末做一些自己喜欢的事情，慢慢地享受生活带来的每一点小幸福。#周末时光# #生活点滴#,0.08,0.0,0.88,0.08,0.06,0.06
今天去了公园散步，迎着风，心情格外舒畅。生活中有很多简单的小美好，值得我们去珍惜！#生活美好# #散步时光#,0.0,0.0,1.0,0.05,0.0,0.0
最近的天气真好，阳光明媚，空气清新，真希望每天都能这样，生活充满温暖和希望！#好天气# #阳光生活#,0.0,0.0,1.0,0.0,0.0,0.0
今天终于完成了一个长期拖延的任务，心情超好！看来，真的要坚持不懈，才能看到成效！#任务完成# #坚持不懈#,0.0,0.05,1.0,0.0,0.0,0.0
今天去见了一个很久没见的朋友，聊到了很多事情，感觉像是时光从未流逝，依然那么亲密。#老朋友# #时光不老#,0.0,0.0,0.92,0.0,0.14,0.11
最近发现自己越来越注重心理健康了，定期做心理疏导，感觉整个人更加平和了。#心理健康# #心灵成长#,0.06,0.0,0.81,0.13,0.08,0.0
今天去健身房，不知道为什么觉得今天的状态特别好，居然做了很多平时做不完的动作，开心！#健身日记# #进步#,0.0,0.0,0.99,0.0,0.0,0.18
最近开始学做饭，虽然做得还很差，但每次看到家人吃得开心，我就觉得很有成就感！#家庭料理# #做饭日常#,0.0,0.0,1.0,0.0,0.1,0.0
最近的日子过得真快，忙碌中充满了成长的点滴，觉得自己的每一步都走得有意义！#成长感悟# #时光飞逝#,0.0,0.0,0.91,0.0,0.11,0.0
最近有很多想法，感觉自己充满了动力，决定好好规划未来，努力朝着目标前进！#规划未来# #目标明确#,0.0,0.0,0.88,0.06,0.0,0.0
每次旅行回来都会特别感慨，世界真的很大，人生的路也很长。珍惜每一段旅程！#旅行日记# #心灵之旅#,0.0,0.0,0.9,0.06,0.09,0.0
最近总是忙于工作，偶尔偷得浮生半日闲，真的好放松！希望能多给自己一些休息时间。#生活平衡# #工作与休息#,0.0,0.0,0.89,0.11,0.07,0.05
今天和朋友一起去做了一次手工活动，虽然不太擅长，但每次做这些都很放松，真希望能有更多这样的时光。#手工活动# #放松时光#,0.0,0.0,0.98,0.0,0.0,0.06
今天和家人一起吃晚餐，聊了很多开心的事情，感觉这一刻特别温馨，生活中就是需要这样的小确幸。#家庭时光# #温馨晚餐#,0.06,0.0,1.0,0.0,0.0,0.08
