posts,angry,fear,happy,neutral,sad,surprise
老师能不能直接给我们视频教程，我们照着做就行了，课上的必要性到底在哪呢？🙄 #求解脱#,0.62,0.0,0.0,0.2,0.31,0.16
计划考教资，面试资料一点也没看，每天课多作业多，晚上只想玩手机和睡觉！📱 #自我吐槽#,0.65,0.09,0.0,0.07,0.45,0.0
这就是我每年都在春游的时候！虽然人不同，但友情永远都在，跨越了时光！🌸 #友情长存#,0.0,0.0,1.0,0.0,0.0,0.09
今天姨妈来了，心情超级烦躁，想回家好好休息，谁能懂这种情绪？😩 #烦躁时刻#,0.69,0.15,0.0,0.07,0.28,0.0
我真的是累了，不想出门，不想上学，只想躺在床上玩游戏，谁都不要打扰我！🎮 #逃避生活#,0.43,0.12,0.0,0.0,0.62,0.0
看到大家都在忙着生活，突然发现自己居然完全不在意曾经的他了。该放手的东西早该放下！💔 #成长感悟#,0.0,0.0,0.59,0.0,0.3,0.23
刚下楼去点评作业，室友被醉汉拉住说她好漂亮…这是什么奇葩事啊！😱 #人生奇遇#,0.05,0.18,0.27,0.07,0.0,0.51
今天过得好充实！去古镇拍照，去诚品书店逛，吃了好吃的，虽然累，但很开心！📸 #忙碌与幸福#,0.0,0.0,1.0,0.0,0.06,0.0
当我劝朋友清醒时，她发了一句话过来，我的心情完全崩溃了，真心觉得自己无法挽回！😔 #朋友烦恼#,0.43,0.08,0.0,0.0,0.68,0.0
和室友吹着晚风散步，聊八卦的时候，我发现不管多糟糕，和朋友在一起总是能找到快乐！🌟 #友谊的力量#,0.0,0.0,1.0,0.0,0.0,0.0
今天玩了一整天，回家后忘带钥匙，结果被自己吓了一跳！😂 #生活小意外#,0.0,0.45,0.16,0.0,0.12,0.44
上了一个月学回家，玩得很开心，但洗完澡躺在床上玩游戏听歌，简直是最舒服的状态！🎧 #假期时光#,0.0,0.0,1.0,0.0,0.0,0.0
在学校和室友一起时，我就可以随时发泄情绪，完全不需要微博。你们也一定懂！😂 #室友情深#,0.0,0.0,0.82,0.14,0.08,0.08
虽然嘴上说不想上学，但我真的好喜欢大学生活！和朋友们一起上晚课，聊着校园里的歌，太开心了！🎶 #大学生活#,0.06,0.0,1.0,0.0,0.0,0.0
最近剧荒，看到《皓史》的合集，我又回去看了一遍，每次都会被剧中的人物打动。🎥 #剧迷生活#,0.0,0.0,0.79,0.2,0.11,0.0
室友和我总是心有灵犀，问“喝奶茶吗？”她说“喝”，问“去玩吗？”她也说“去！”#一拍即合#,0.0,0.0,0.61,0.3,0.09,0.23
哇，朋友们都偷偷幸福了，我好为他们高兴，但看到别人幸福我心里又有点小小的不平衡。😔 #嫉妒心理#,0.13,0.1,0.23,0.07,0.49,0.0
准备自己玩铲铲，室友看到后以为我是为了那个男的，结果发现游戏比男的好玩多了！😂 #游戏与爱情#,0.0,0.0,0.63,0.15,0.08,0.26
终于体会到狐假虎威的感觉了，刚帮辅导员拍了照片，老师还问我是不是学生会的！😎 #人生乐趣#,0.05,0.0,0.76,0.0,0.0,0.2
今天阳光明媚，写完作业后躺在床上，听着室友的笑声，感觉整个人都放松了！🌞 #美好时光#,0.0,0.0,1.0,0.0,0.0,0.0
考完试，参加婚礼后感觉力气被抽空了，不知道该干什么了，突然有些迷茫。🤔 #毕业后的迷茫#,0.0,0.24,0.0,0.11,0.76,0.0
刷抖音看到考研失败的vlog，背景音乐是《送你一朵小红花》，看得我真的想哭…😭 #考研焦虑#,0.06,0.17,0.0,0.0,0.97,0.0
扭伤了脚还要坐着刷教资，打败全国[num]%的大学生，感觉自己真的很强！💪 #坚持不懈#,0.0,0.0,1.0,0.0,0.0,0.0
今天本来想返校的，结果从楼梯上摔了下来，直接去了医院，看来这次不需要返校了！😂 #生活小插曲#,0.05,0.08,0.42,0.08,0.49,0.09
头发干了就要返校，洗完澡准备收拾教资资料，却发现自己什么都没准备好！🙃 #准备不足#,0.07,0.1,0.0,0.0,0.78,0.13
明天就要去学校了，假期的最后一晚好好珍惜，不想上学了，但也不能放弃啊！😩 #假期终结#,0.05,0.06,0.55,0.08,0.5,0.0
在无数个想哭的夜晚，我只能一遍遍刷题告诉自己，别解爱，解题！📚 #自我安慰#,0.0,0.1,0.22,0.09,0.73,0.0
聊天总是从谈宇宙星星未来聊到找对象，真心搞不懂他们的思维方式…🤷‍♀️ #男生的世界#,0.26,0.06,0.09,0.13,0.23,0.3
生活真的好烦，课没看完，题没刷，书没背，卷子没写…心情很崩溃。📚 #压力山大#,0.46,0.12,0.0,0.0,0.62,0.0
教资科二的课真的要学的太多，看得我崩溃，看弹幕说听完能当校长了，笑死了！😅 #教资备考#,0.13,0.12,0.36,0.09,0.31,0.11
简答题模板准备好了，怎么没人陪我去打题呢？已经十点半了，时间不等人啊！🕙 #备考忙#,0.28,0.0,0.12,0.0,0.41,0.18
刷pyq看到大家都在旅游，心里满满的羡慕，好想去玩！💔 #旅游梦#,0.0,0.0,0.84,0.0,0.0,0.0
作业堆得像山，真的好想放弃，不想学教资，不想考研，我只想睡觉！😩 #崩溃边缘#,0.3,0.09,0.0,0.0,0.78,0.0
喜欢的事情总是一瞬间，但一旦过了就会觉得自己做了傻事，太容易抽离了…🤔 #情感变化#,0.05,0.11,0.14,0.19,0.73,0.0
觉得自己学不完了，课没看，题没做，心情特别低落，真的想放弃一切！😣 #自我放弃#,0.36,0.09,0.0,0.07,0.75,0.0
今天在看教资课时，听完感觉自己能当校长了，真是笑得不行！😂 #教资学习趣事#,0.0,0.0,0.86,0.0,0.14,0.08
