posts,angry,fear,happy,neutral,sad,surprise
想买苹果手机还是华为Mate，纠结得好痛苦，不知道该怎么选择，哪款更适合我呢？📱 #手机选择 #苹果VS华为,0.0,0.0,0.0,0.26,0.82,0.06
好感激我的领导，总是耐心指导，努力为我争取福利，真的是一种“有人撑腰”的幸福感！💼 #职场幸福感 #领导支持,0.0,0.0,1.0,0.0,0.0,0.0
每天看到人们去刮彩票，真的是好开心！不过也让我更想试试自己的运气！🎰 #彩票时光 #运气挑战,0.0,0.0,1.0,0.0,0.0,0.0
新搬到更大的房子里，感觉每次回家都特别幸福！终于找到了属于自己的空间！🏡 #新家生活 #幸福感爆棚,0.0,0.0,1.0,0.0,0.0,0.0
看房真的是既好笑又辛苦，居然看到五级能效的空调，真的是让我笑到不行！😂 #租房记 #空调趣事,0.0,0.1,0.77,0.0,0.07,0.22
被房东赶了，真的是无奈！合租生活真不容易，客厅放东西就被嫌弃，真是颠沛流离！😤 #合租生活 #房东问题,0.66,0.0,0.0,0.0,0.42,0.0
夜里醒来看到小猫在我枕头旁边睡得安稳，瞬间觉得所有的焦虑都消失了，温暖的感觉真好！🐱 #安全感 #萌宠时光,0.0,0.08,0.95,0.0,0.0,0.0
部门送的秋天的第一杯奶茶真是有仪式感，感觉这一刻就是秋天的开始！☕ #秋天的第一杯奶茶 #秋季仪式感,0.0,0.0,0.91,0.0,0.0,0.06
南京真的是个很适合生活的城市，不仅有历史底蕴，还非常适合年轻人生活，就是房价有点高！🏙️ #南京 #理想城市,0.0,0.0,0.54,0.21,0.14,0.13
最近迷上了一个女明星！她的美貌真的是让人震惊，简直不敢相信这么完美！✨ #女明星迷 #美丽偶像,0.0,0.15,0.42,0.11,0.0,0.46
今天补了一颗蛀牙，终于把所有牙齿都补完了！这个过程真的是太痛苦了！🦷 #牙齿护理 #补牙经历,0.09,0.0,0.0,0.08,0.85,0.0
希望所有人都能永远远离智齿发炎的痛苦！这几天的痛真的是吃不下、睡不着，感觉被折磨了！😫 #智齿痛 #健康挑战,0.19,0.14,0.06,0.06,0.63,0.0
每天看到朋友圈里大家旅游的照片，自己却在商场吃午饭，真是心里有点小小的羡慕啊！🌍 #打工人 #旅游梦想,0.0,0.06,0.69,0.0,0.17,0.07
最近因为商场开了很多新店，早餐居然能吃到帕尼尼，真是开心到不行！🥪 #早餐时光 #商场新发现,0.0,0.0,0.87,0.0,0.0,0.28
年会拿到了三等奖，虽然没抽到现金红包，但还是挺开心的！这种小幸运还是要庆祝一下！🎉 #年会时光 #小幸运,0.0,0.0,1.0,0.0,0.0,0.0
终于要去旅游了！五一假期心心念念的城市，等了好久终于可以去玩了，太开心了！🎒 #旅游计划 #五一假期,0.0,0.0,1.0,0.0,0.0,0.0
每天看着别人的小品节目和跨年舞台，真是期待“棣欣引力”CP的同框呀！#微博之夜 #棣欣引力,0.0,0.0,0.9,0.0,0.0,0.06
生活中的小幸福其实就是那些琐碎的事情，比如买了漂亮的衣服、新的家具，享受每一刻的小确幸！💖 #小确幸 #生活点滴,0.0,0.0,0.98,0.0,0.0,0.07
周末和朋友们一起户外烧烤，吃着美食，抱着软软的小猫，真的是开心极了！🍖 #周末烧烤 #宠物日常,0.0,0.0,0.96,0.0,0.07,0.05
在街上看到一个瘦瘦的小姐姐，真的是美得让人想停下脚步，果然，瘦了真的会有一种清冷的美感！💃 #瘦美人 #街头美丽,0.0,0.0,0.85,0.11,0.0,0.18
最近吃了好多脆香米和巧克力，好吃到停不下来！不过吃多了也有点罪恶感了，哈哈！🍫 #零食控 #脆香米,0.0,0.0,1.0,0.0,0.15,0.0
竟然在二月二剪发，结果被推荐了头发护理，居然发现一年前烫的头发已经被拉直了！🙉 #发型日记 #头发护理,0.07,0.08,0.14,0.0,0.06,0.76
长沙的茶颜悦色茶包真的好好喝，朋友从出差回来给我带回来，太幸福了！🍵 #茶颜悦色 #茶控,0.0,0.0,1.0,0.0,0.07,0.0
自从同事带我吃过酸菜鱼后，我就迷上了！简直是下饭神器，超好吃！🍲 #太二酸菜鱼 #美食分享,0.0,0.0,0.84,0.11,0.1,0.1
公猫尿闭，急忙带去医院，宠物真的太贵了，每次治疗都要好几百，心疼死了！💸 #宠物医院 #喵星人,0.21,0.21,0.0,0.0,0.61,0.0
部门年会送的盲盒真是超级可爱！期待我的新一轮惊喜，看看能抽到什么吧！🎁 #盲盒 #年会惊喜,0.0,0.0,0.94,0.0,0.0,0.12
终于结束了工作后的一天，终于能轻松地过上我自己的生活了！#放松时光 #自由时刻,0.0,0.0,1.0,0.0,0.0,0.0
归乡的心情真是满满的，年假终于到了，回家见亲人，想念的味道！🏠 #归乡记 #年假,0.0,0.0,0.91,0.0,0.25,0.0
上司年纪轻轻就有了好几套房和别墅，真是令人羡慕啊！职场上的优秀男人也不少！🏠💼 #职场奋斗 #职场榜样,0.0,0.0,0.82,0.0,0.08,0.0
今天早上喝了一杯安润适橙花护手霜的香味，简直让我放松到不行！想买好多瓶存起来！🧴 #护手霜 #生活小确幸,0.0,0.0,0.96,0.0,0.0,0.07
自从搬进新家，空间大了很多，每天回家都觉得特别幸福，真希望有一个属于自己的家！🏡 #新家生活 #幸福感,0.07,0.0,1.0,0.0,0.0,0.0
最近刷到的一些糟心事，真是把心情搞得特别烦，还是得保持冷静，学会调整自己的情绪！😤 #情绪调节 #生活小烦恼,0.64,0.1,0.0,0.06,0.17,0.0
