posts,angry,fear,happy,neutral,sad,surprise
发现自己越来越喜欢整理和收纳，每次整理完看着整洁的空间，心情就特别好 🧹 #整理癖,0.0,0.0,0.89,0.0,0.07,0.07
总是被朋友们的热情感染，真的觉得有朋友真好！每一次聚会都让我充满正能量 🌟 #友情的力量,0.0,0.0,1.0,0.0,0.0,0.0
收到了一个神秘的小包裹，拆开一看是我超喜欢的饰品！感动到爆炸，真的是太喜欢了 💍 #惊喜时刻,0.1,0.0,0.87,0.0,0.0,0.14
看着窗外的阳光照进房间，突然觉得自己真的很幸运，拥有这么美好的生活 🌞 #感恩生活,0.0,0.0,1.0,0.0,0.0,0.06
今天终于成功做了一道新菜，虽然味道不完美，但依然特别满足！#厨艺挑战,0.0,0.0,0.96,0.0,0.0,0.0
感谢生活中的每一份小温暖，今天收到的一个小礼物让我觉得自己真的很幸运 💝 #温暖时刻,0.05,0.0,0.98,0.0,0.0,0.0
每次和朋友们聚在一起，都觉得时间过得太快了，期待下一次的相聚～ 🥳 #友情时光,0.0,0.0,0.93,0.0,0.07,0.0
最近迷上了新的电影，剧情真的是又感人又刺激，超级想和朋友们讨论一番 🎬 #电影爱好者,0.0,0.0,0.9,0.0,0.0,0.0
今天做了一些手工，虽然不算完美，但还是特别开心，觉得每一小步都在进步 🎨 #手工艺术,0.1,0.0,1.0,0.0,0.0,0.0
真的好喜欢这段时间的心情，安静的时光总是让人特别放松，期待接下来的每一天 💫 #平静时光,0.0,0.0,1.0,0.0,0.0,0.0
