posts,angry,fear,happy,neutral,sad,surprise
阳光明媚，写完作业躺在床上，听着室友的笑声，真的是幸福的时光。🌞 #美好时光,0.0,0.0,1.0,0.0,0.0,0.0
终于做完了教资考试，感觉自己被彻底抽空了力气，不知道该做什么了。🤔 #考试后心情,0.08,0.0,0.3,0.1,0.58,0.0
看抖音看到很多考研失败的故事，突然觉得自己也许太幸运了，但也有些想哭。😢 #考研心情,0.0,0.07,0.0,0.07,0.97,0.0
扭伤了脚还坚持刷教资，终于打败全国的90%大学生，真心觉得自己超厉害！💪 #坚持不懈,0.0,0.0,1.0,0.0,0.0,0.07
今天计划返校，但从楼梯摔了下来，直接去医院，结果不需要返校了！😂 #人生意外,0.06,0.11,0.15,0.0,0.67,0.17
终于准备好返校了，洗完澡准备去学校，结果发现什么也没准备好！🙃 #准备不足,0.08,0.06,0.18,0.0,0.65,0.13
明天又要去学校了，不想离开家，假期最后一晚好好享受吧！😩 #离家心情,0.0,0.0,0.7,0.0,0.37,0.0
一遍遍刷着题告诉自己：“别解爱，解题”，在无数个想哭的夜晚坚持下去！📚 #考研准备,0.0,0.09,0.58,0.06,0.35,0.0
聊天总是从谈宇宙星星聊到找对象，真是搞不懂男生的世界！🌌 #男生的世界,0.47,0.08,0.06,0.1,0.25,0.28
虽然生活很忙，但看着朋友们过得充实，自己也越来越想追求更好的生活了！🎯 #奋斗人生,0.0,0.0,1.0,0.0,0.0,0.0
看到别人的努力，我突然意识到我的努力也是不小的，自己也有很多收获！💪 #自我肯定,0.0,0.0,1.0,0.0,0.0,0.0
刚找到简答题模板，准备去练习，突然看到已经十点半，时间怎么过得这么快！⏰ #备考时光,0.18,0.0,0.13,0.0,0.34,0.42
看pyq大家都在旅游，突然发现自己很想出去走走，真是个旅行控！🌍 #旅行心愿,0.0,0.0,0.89,0.0,0.0,0.1
作业堆得像山，实在不想写教资了，怎么能有这么多压力，想放弃一切！😩 #崩溃时刻,0.43,0.09,0.0,0.0,0.67,0.0
喜欢的事情一下子全投入，但热情过后就开始抽离，情绪反转太快了！💭 #情感波动,0.2,0.06,0.13,0.19,0.39,0.05
真的想早点学完课，考完试，能有点属于自己的时间。现在真的好想放松一下！⏳ #放松时刻,0.0,0.0,0.87,0.0,0.0,0.0
又看到朋友们的美好，突然觉得自己的压力没那么大，还是要感恩每一个平凡的日子！🌸 #感恩生活,0.0,0.0,1.0,0.0,0.0,0.0
