posts,angry,fear,happy,neutral,sad,surprise
本来准备好要答辩，但紧张到死，结果晚上还答应去音乐节唱歌，简直是自找麻烦！😅 #答辩紧张 #音乐节,0.69,0.22,0.0,0.0,0.26,0.07
真的崩溃了，开会录屏本来想复盘，结果发现录屏没声音，怎么会这样？！这都是什么操作？？😭 #技术问题 #崩溃时刻,0.41,0.15,0.0,0.0,0.24,0.36
看见有人因为修图太过被骂，居然有那么多人在评论区攻击她，真的好不理解，为什么人们这么恶毒？！💔 #社交暴力 #修图,0.87,0.12,0.0,0.0,0.0,0.25
痛死了，生病已经八天了，喉咙痛到不能说话，想唱歌也不能，吃饭都要小心翼翼，真是太难受了！😖 #生病日常 #喉咙痛,0.08,0.12,0.0,0.0,0.92,0.0
生活好幸福，今天下雨我不想上班，窝在房间里听歌，睡觉，偶尔摸摸小狗，完美的一天！🐾 #雨天小确幸 #宠物陪伴,0.0,0.0,1.0,0.0,0.0,0.0
想要看[name]来南方演出，广州深圳就好，来福建就更完美了，太想现场看到他了！🎤 #偶像演唱会 #期待,0.0,0.0,0.96,0.0,0.0,0.0
弹吉他真的是不容易，弹了一个半小时手就痛得不行，真怀疑我的吉他是不是烧火棍。🎸 #吉他挑战 #手指痛,0.14,0.25,0.0,0.0,0.63,0.0
自恋得有点过头了吧，录了一首歌，自己能听五六遍！每次都觉得越来越好，哈哈哈！🎶 #自恋时刻 #歌迷生活,0.09,0.0,1.0,0.0,0.0,0.0
刷小红书刷到以前讨厌的人，真的是吓一跳，怎么这么精准地推送过去，感觉自己被监控了！👀 #社交网络 #恐怖推荐,0.09,0.73,0.0,0.0,0.0,0.33
《说谎》合唱版真的是太打动人了，男女生分开唱的时候，我整个鸡皮疙瘩都起来了，太好听！🎤 #音乐分享 #合唱,0.0,0.0,0.81,0.09,0.07,0.0
今天真的好不开心，做事一点不顺，尤其是喉咙痛到说话都不利索，真想一觉醒来什么都不记得。😩 #情绪崩溃 #喉咙痛,0.19,0.13,0.0,0.0,0.92,0.0
旅行很累，但总能带给我最深的回忆，明明想回家休息，但又舍不得离开每一个新城市！✈️ #旅行感悟 #心情复杂,0.0,0.0,0.25,0.06,0.76,0.0
感冒了八天，喉咙痛得我真是觉得自己要挂了，还好医生说没大问题，但我真的是痛不欲生！😷 #生病记录 #喉咙痛,0.0,0.15,0.0,0.0,0.94,0.0
朋友的生日送上礼物后，感觉自己越来越懂得庆祝和关心他人了，做个贴心的小伙伴真好！🎁 #朋友生日 #送礼物,0.0,0.0,0.99,0.0,0.0,0.07
每天早上做早餐的乐趣就是准备给家人吃的食物，看到他们开心就觉得一切都值得！🍳 #早餐日常 #家庭时光,0.0,0.0,0.94,0.09,0.0,0.0
今天终于能在安静的环境里好好工作了，享受这种清净的时间，让我能专注做事！🧑‍💻 #工作日常 #专注时刻,0.0,0.0,1.0,0.0,0.0,0.0
感谢自己能有好朋友的陪伴，在困难时总能得到他们的支持，感恩有他们！💖 #朋友感恩 #生活支持,0.0,0.0,0.99,0.0,0.0,0.0
无聊的一天，一直在家刷剧，偶尔做点零食，简直是完美的宅家时光！🍿 #宅家日常 #零食时间,0.0,0.0,0.92,0.07,0.09,0.16
换了新手机，终于告别了旧的那部，感觉自己升级了一个档次！📱 #新手机 #科技更新,0.0,0.0,0.94,0.0,0.08,0.08
这段时间被学习和工作压得喘不过气，但每当看到朋友们的支持，心情就瞬间变好！💪 #奋斗时刻 #朋友支持,0.0,0.0,1.0,0.0,0.0,0.0
看到大家都在拼命健身，而我每天躺在沙发上吃零食，真的是羞愧啊，要加油锻炼了！🍪 #健身动力 #自我激励,0.0,0.07,0.87,0.0,0.11,0.0
新买的衣服好喜欢，穿上之后整个人都变得不一样了，真的超级开心！👗 #购物分享 #穿搭日常,0.09,0.0,1.0,0.0,0.0,0.0
很久没做自己喜欢的事情了，今天决定去做点自己想做的小事，感觉充满了能量！✨ #生活小确幸 #做自己喜欢的事,0.0,0.0,0.98,0.0,0.0,0.0
今天吃了自己做的披萨，真的是超好吃！每次自己动手做的东西最有满足感！🍕 #自制美食 #披萨时光,0.0,0.0,0.98,0.0,0.11,0.06
很高兴和朋友们一起去了音乐节，现场气氛太棒了，大家一起唱歌跳舞，超级开心！🎶 #音乐节 #朋友聚会,0.08,0.0,1.0,0.0,0.0,0.0
今天终于给自己放个假，什么都不做，就坐在窗前看风景，心情特别放松！🌳 #放松时光 #自我疗愈,0.0,0.0,0.96,0.05,0.0,0.0
家里的猫今天又不肯让我睡觉，一直跳来跳去，虽然有点累，但还是忍不住笑出声！🐱 #宠物趣事 #猫咪日常,0.15,0.0,0.79,0.0,0.12,0.11
今天跟朋友们一起去了新开的餐厅，味道超赞！大家聚在一起真的特别开心，饭后的甜点更是加分！🍰 #美食日常 #餐厅推荐,0.0,0.0,0.85,0.13,0.0,0.08
我的新发型超级满意，今天去剪了一个很适合自己的发型，感觉自己焕然一新！💇‍♀️ #发型分享 #美丽日常,0.1,0.0,1.0,0.0,0.0,0.0
今天看到网上有人晒自己的旅行照，心情瞬间好起来了，决定也开始计划我的下一次旅行！🌍 #旅行计划 #心情变好,0.0,0.0,0.98,0.0,0.0,0.0
工作上有点卡壳，但还是要坚持下去，因为我知道努力之后会有更好的成果！💼 #职场奋斗 #努力不止,0.0,0.0,1.0,0.0,0.0,0.0
突然想到小时候的夏天，和小伙伴们一起玩水的日子，真的是充满了回忆！🌞 #童年记忆 #夏天回忆,0.0,0.0,0.83,0.0,0.12,0.09
今天去了一个新的咖啡店，环境超好，感觉喝着咖啡看书真的是最完美的下午！☕📚 #咖啡时光 #生活享受,0.0,0.0,1.0,0.06,0.0,0.0
跟朋友一起去逛街，挑了好多好看的衣服，虽然钱包瘦了，但心情超级好！👚 #购物分享 #开心时光,0.06,0.0,1.0,0.0,0.0,0.0
终于决定把自己的兴趣变成职业，虽然很忐忑，但也很期待未来的挑战！🚀 #职业规划 #梦想启航,0.05,0.06,0.8,0.0,0.0,0.06
每天忙碌的一天结束，终于能躺下休息了，最喜欢的就是这个安静的夜晚！🌙 #夜晚时光 #放松心情,0.0,0.0,1.0,0.0,0.0,0.0
