posts,angry,fear,happy,neutral,sad,surprise
嘴甜的人真是特别招人喜欢，今天旁边妈妈对小朋友说“隔壁姐姐吃的这个”，我笑得好开心！😘,0.1,0.0,0.96,0.0,0.0,0.0
做梦从来不怕噩梦，因为每次梦到的都是新奇有趣的事情！昨天梦到去泰国，还经历了一场灵异事件，好神奇！🌟,0.0,0.23,0.62,0.0,0.0,0.28
真心觉得每次吃饭老师都在关注我的恋爱进度，哈哈哈我真的是一个超乐天派！🙂,0.07,0.0,1.0,0.0,0.0,0.0
同事说我能吃，但我是真的没觉得自己吃得多啊😂每次被提醒，我才发现自己吃了好几碗！🍚,0.0,0.0,0.19,0.0,0.33,0.33
想要跳出舒适圈，却又懒得动，真是很矛盾。虽然偶尔会想换个城市生活，但又怕自己不适应那种不安定的生活状态🙃,0.23,0.1,0.0,0.05,0.73,0.0
好想要一个自己的花园，每天晒晒太阳，看着花开花落，感觉就是生活的美好呀🌷,0.06,0.0,1.0,0.0,0.0,0.0
最近对香水有点上瘾，虽然不化妆，但偶尔喷一下香水就觉得自己特别有气质！💐,0.0,0.0,0.92,0.06,0.0,0.07
昨天被同事笑说我吃零食吃得很慢，结果他自己一包薯片就能吃光😅,0.08,0.0,0.16,0.13,0.29,0.41
最近听到很多人说我很细心，做饭都能提前考虑别人能不能吃香菜，我都自己觉得很骄傲！🥘,0.0,0.0,0.95,0.0,0.0,0.0
真的很羡慕那些有勇气去追求自己梦想的人，我却总是因为害怕失败而不敢迈出第一步💭,0.0,0.07,0.1,0.0,0.81,0.07
昨天去看了《年少日记》，真的觉得这部电影把青春的味道展现得太好啦，满满的回忆感🍿,0.0,0.0,1.0,0.0,0.0,0.0
吃别人的食物总是比自己吃的好吃！今天同事给我一口辣条，我吃了简直停不下来！😋,0.21,0.0,0.53,0.0,0.15,0.22
我的生活好无聊，每天都一样，有时真的想改变一下，但又害怕适应不了新环境，真是个矛盾体🤷‍♀️,0.33,0.14,0.0,0.0,0.65,0.0
最近很喜欢做梦，每个梦都是新鲜又有趣的体验，比起无聊的生活，做梦真的太有意思了！🌙,0.05,0.0,1.0,0.0,0.0,0.05
我每次看电影《狐妖月红篇》，都忍不住吐槽剧情，感觉剧本有点倒退，真希望改进！🎥,0.23,0.0,0.18,0.17,0.47,0.07
最近办公室的空调终于凉快了，终于能在不被热死的情况下专心工作了！😌,0.0,0.0,1.0,0.0,0.0,0.05
下班后跟朋友去吃了烤串，边聊边笑，真的是最放松的时刻！🍢,0.0,0.0,0.99,0.0,0.0,0.0
去博物馆一直是我的爱好，不管去哪儿都想去，感觉每个地方都有新发现！🏺,0.0,0.0,0.99,0.0,0.0,0.0
早晨的阳光洒在窗台上，照在我身上，我觉得那一刻整个世界都很美好。🌞,0.06,0.0,0.97,0.07,0.0,0.0
最近迷上了画画，每天都画一些小图，虽然不怎么样，但自己觉得很开心！🎨,0.06,0.0,1.0,0.05,0.0,0.0
今天去了附近的花店，买了一束超漂亮的花，摆在家里觉得心情一下子好了很多🌸,0.0,0.0,0.95,0.0,0.06,0.07
明天的计划又是去商场逛逛，想买一些新衣服，每次购物都能让自己开心好久！👗,0.06,0.0,1.0,0.0,0.0,0.0
买到心仪已久的二手包包，心情愉快到飞起，真的是小确幸！👜,0.0,0.0,0.99,0.0,0.0,0.0
今天又在工作中犯了点小错误，但也没有太大关系，做错了就改，保持积极心态！💪,0.08,0.0,0.74,0.14,0.11,0.0
每天的饭后散步成了我的小确幸，既能消化又能放松心情，好舒服！🚶‍♀️,0.0,0.0,1.0,0.0,0.0,0.0
最近有点忙，连周末也要加班，但还好，有朋友陪我一起，这样的忙碌也不那么辛苦。💼,0.0,0.05,0.85,0.0,0.23,0.0
这周末终于可以好好休息一下，准备做些自己喜欢的事，感觉心情瞬间变好！🧘‍♀️,0.0,0.0,1.0,0.0,0.0,0.0
昨天同事给我分享了她的旅行故事，真的是羡慕得不行，我也想去看看世界！✈️,0.0,0.0,0.81,0.0,0.0,0.08
最近好多新剧上映，忙着追剧，追到深夜，完全停不下来！📺,0.0,0.0,0.48,0.09,0.33,0.11
总觉得生活中不管遇到什么困难，保持微笑总能让一切变得更好！😊,0.0,0.0,1.0,0.0,0.0,0.0
