posts,angry,fear,happy,neutral,sad,surprise
纠结买苹果还是华为，真的是伤脑筋，不知道选择哪款手机更适合自己！📱 #手机选择 #苹果vs华为,0.29,0.06,0.0,0.23,0.53,0.09
工作很累，但幸运的是我的领导总是在背后支持我，感受到了一种有依靠的幸福感！💼 #职场支持 #领导关怀,0.0,0.0,0.99,0.0,0.0,0.0
公司楼下的商场有福彩店，每天看到别人去刮彩票，感觉自己也快要去碰碰运气了！🎰 #彩票 #运气挑战,0.0,0.0,0.82,0.06,0.0,0.11
新搬到更大的房子里，感觉每天回家都特别开心，终于有了自己的小天地！🏡 #新家 #幸福生活,0.1,0.0,1.0,0.0,0.0,0.0
看房真是又好笑又辛苦，居然遇到五级能效的空调，真是哭笑不得！😂 #租房日常 #空调趣事,0.18,0.13,0.52,0.0,0.26,0.25
房东竟然嫌弃我把东西放在客厅，真是太过分了！合租生活真的不容易，大家都太不理解了！😤 #合租烦恼 #房东问题,0.87,0.09,0.0,0.06,0.16,0.14
半夜醒来，看到小猫在我身边，瞬间感觉安心满满，有了它真的是最温暖的感觉！🐱 #安全感 #萌宠陪伴,0.0,0.07,0.96,0.0,0.0,0.0
秋天的第一杯奶茶，真的好有仪式感！这个季节就是要喝一杯暖暖的奶茶！☕ #秋天的第一杯奶茶 #秋季仪式感,0.0,0.0,0.96,0.0,0.0,0.05
南京真是一个很适合生活的城市，底蕴深厚、年轻人多，如果能在这定居该多好！🌇 #南京 #理想城市,0.0,0.0,0.92,0.11,0.0,0.0
最近迷上了一个女明星，她真的太美了，简直每次看到她都忍不住惊叹！✨ #女明星迷 #美丽偶像,0.0,0.0,0.69,0.13,0.06,0.24
补了一颗蛀牙，终于把所有牙齿都补好！希望以后能保持牙齿健康，再也不想经历补牙的痛了！🦷 #牙齿护理 #补牙经历,0.0,0.06,0.84,0.0,0.23,0.0
永远不想经历智齿发炎的痛苦！这几天真的吃不好、睡不好，痛得不行！😖 #智齿痛 #健康挑战,0.11,0.13,0.09,0.09,0.67,0.0
每天刷朋友圈看到大家旅游的照片，心里好羡慕啊，真希望自己也能早日有个假期！🌍 #旅行梦想 #打工人生活,0.0,0.0,0.85,0.0,0.0,0.0
商场里开了新店，早餐居然能吃到帕尼尼，太开心了！每一天都有小幸福！🥪 #早餐时光 #商场新发现,0.0,0.0,0.88,0.0,0.0,0.27
年会拿到了三等奖，虽然没有抽到现金红包，但小幸运还是要庆祝一下！🎉 #年会 #小幸运,0.0,0.0,0.98,0.0,0.0,0.0
五一假期终于要去了！期待已久的城市，终于可以去玩了！旅游真的太让人开心了！🎒 #五一假期 #旅游计划,0.0,0.0,1.0,0.0,0.0,0.0
等了这么久的“棣欣引力”CP终于同框了，真的是开心到不行！💖 #棣欣引力 #CP粉,0.0,0.0,0.97,0.0,0.0,0.06
生活中的小确幸就是每天那些琐碎的小事，比如新买的衣服、家里的新家具，真的好幸福！💖 #小确幸 #生活点滴,0.0,0.0,1.0,0.0,0.0,0.0
周末和朋友一起烧烤，吃着美食、抱着小猫，真是最开心的时光！🍖 #周末烧烤 #萌宠日常,0.08,0.0,0.89,0.0,0.0,0.06
在街上看到一个瘦瘦的小姐姐，真的是美得让人心动，果然，瘦了就是有一种清冷的美感！💃 #街头美丽 #瘦美人,0.0,0.0,0.85,0.09,0.09,0.16
最近吃了好多巧克力和脆香米，虽然热量超高，但真的超级好吃，根本停不下来！🍫 #零食控 #脆香米,0.0,0.0,0.89,0.0,0.16,0.12
今天剪了个头发，结果被推荐了头发护理，居然发现烫发的效果已经消失了，真是太离谱了！🙉 #发型日记 #头发护理,0.26,0.11,0.0,0.0,0.38,0.48
长沙的茶颜悦色茶包真是太好喝了，朋友从出差回来给我带回来的，太开心了！🍵 #茶颜悦色 #茶控,0.0,0.0,1.0,0.0,0.0,0.0
吃过太二酸菜鱼之后，我就上头了！这味道真的是超级下饭，太好吃了！🍲 #太二酸菜鱼 #美食分享,0.0,0.0,0.83,0.16,0.09,0.08
公猫尿闭，急忙带去医院，宠物真的是太贵了，每次治疗都要花好几百，心疼死了！💸 #宠物医院 #喵星人,0.23,0.2,0.0,0.0,0.61,0.0
年会送的盲盒真是太可爱了，虽然没有中奖，但还是很开心！🎁 #年会 #盲盒时光,0.0,0.0,0.96,0.0,0.05,0.0
终于结束了一天的工作，终于能放松一下，真的是最期待的时刻！💼 #放松时光 #自由时刻,0.0,0.0,1.0,0.0,0.0,0.0
归乡的心情越来越强烈，年假终于来了，回家和家人团聚的时光太宝贵了！🏠 #归乡记 #年假,0.0,0.0,1.0,0.0,0.11,0.0
上司年轻有为，拥有好几套房和别墅，真的是职场上的榜样，羡慕！💼🏠 #职场奋斗 #榜样,0.0,0.06,0.83,0.0,0.0,0.0
最近开始爱上护手霜了，安润适橙花护手霜真的是超好用，香味也超棒！🧴 #护手霜 #生活小确幸,0.0,0.0,1.0,0.0,0.0,0.06
每天回家都很开心，新的房子让我的生活充满了温暖和幸福，终于找到了自己的小天地！🏡 #新家生活 #幸福感,0.09,0.0,1.0,0.0,0.0,0.0
晚上和朋友一起吃小吃，聊得很开心，生活中的这些小乐趣真的让我很满足！🍡 #夜宵时光 #生活乐趣,0.0,0.0,1.0,0.06,0.0,0.0
